threshold;archivo_generado;tipo_splicing;manipulado_real;detectado_archivo;tamper_score;num_intervalos_predichos;acierto_localizacion
0.35;A009_WhatsApp_Audio_2026-05-11_at_12.13.40_splice_mismo_audio.wav;mismo_audio;1;1;0.5476333333333332;7;0
0.35;A009_WhatsApp_Audio_2026-05-11_at_12.13.40_splice_mismo_hablante.wav;mismo_hablante;1;1;0.5476333333333332;7;0
0.35;A010_WhatsApp_Audio_2026-05-11_at_12.15.11_clean.wav;none;0;1;0.36026666666666646;1;
0.35;A010_WhatsApp_Audio_2026-05-11_at_12.15.11_splice_mismo_audio.wav;mismo_audio;1;1;0.6750476190476191;1;1
0.35;A010_WhatsApp_Audio_2026-05-11_at_12.15.11_splice_mismo_hablante.wav;mismo_hablante;1;1;0.7091476190476189;2;1
0.35;A011_WhatsApp_Audio_2026-05-11_at_12.17.34_1_clean.wav;none;0;1;0.4790904761904762;5;
0.35;A011_WhatsApp_Audio_2026-05-11_at_12.17.34_1_splice_mismo_audio.wav;mismo_audio;1;1;0.6857333333333331;5;1
0.35;A011_WhatsApp_Audio_2026-05-11_at_12.17.34_1_splice_mismo_hablante.wav;mismo_hablante;1;1;0.6995714285714286;5;1
0.35;A012_WhatsApp_Audio_2026-05-11_at_12.17.34_2_clean.wav;none;0;1;0.4763333333333332;6;
0.35;A012_WhatsApp_Audio_2026-05-11_at_12.17.34_2_splice_mismo_audio.wav;mismo_audio;1;1;0.6671000000000002;7;1
0.35;A012_WhatsApp_Audio_2026-05-11_at_12.17.34_2_splice_mismo_hablante.wav;mismo_hablante;1;1;0.6770619047619049;6;1
0.35;A013_WhatsApp_Audio_2026-05-11_at_12.17.34_clean.wav;none;0;1;0.5512285714285714;8;
0.35;A013_WhatsApp_Audio_2026-05-11_at_12.17.34_splice_mismo_audio.wav;mismo_audio;1;1;0.7459;6;1
0.35;A013_WhatsApp_Audio_2026-05-11_at_12.17.34_splice_mismo_hablante.wav;mismo_hablante;1;1;0.7513666666666668;6;1
0.35;A014_WhatsApp_Audio_2026-05-11_at_12.21.44_clean.wav;none;0;1;0.5360619047619046;9;
0.35;A014_WhatsApp_Audio_2026-05-11_at_12.21.44_splice_mismo_audio.wav;mismo_audio;1;1;0.731;9;1
0.35;A014_WhatsApp_Audio_2026-05-11_at_12.21.44_splice_mismo_hablante.wav;mismo_hablante;1;1;0.741766666666667;9;1
0.35;A015_WhatsApp_Audio_2026-05-11_at_12.25.03_clean.wav;none;0;1;0.4458380952380952;5;
0.35;A015_WhatsApp_Audio_2026-05-11_at_12.25.03_splice_mismo_audio.wav;mismo_audio;1;1;0.6717714285714286;5;1
0.35;A015_WhatsApp_Audio_2026-05-11_at_12.25.03_splice_mismo_hablante.wav;mismo_hablante;1;1;0.69;6;1
0.35;A016_WhatsApp_Audio_2026-05-11_at_12.30.33_clean.wav;none;0;1;0.4379333333333333;4;
0.35;A016_WhatsApp_Audio_2026-05-11_at_12.30.33_splice_mismo_audio.wav;mismo_audio;1;1;0.42929999999999996;5;1
0.35;A016_WhatsApp_Audio_2026-05-11_at_12.30.33_splice_mismo_hablante.wav;mismo_hablante;1;1;0.4323444444444444;4;1
0.35;A017_WhatsApp_Audio_2026-05-11_at_12.32.17_clean.wav;none;0;1;0.4551119047619047;6;
0.35;A017_WhatsApp_Audio_2026-05-11_at_12.32.17_splice_mismo_audio.wav;mismo_audio;1;1;0.7495333333333333;5;1
0.35;A017_WhatsApp_Audio_2026-05-11_at_12.32.17_splice_mismo_hablante.wav;mismo_hablante;1;1;0.7090857142857144;5;1
0.35;A018_WhatsApp_Audio_2026-05-11_at_12.45.58_clean.wav;none;0;1;0.49141428571428575;6;
0.35;A018_WhatsApp_Audio_2026-05-11_at_12.45.58_splice_mismo_audio.wav;mismo_audio;1;1;0.4246999999999998;7;0
0.35;A018_WhatsApp_Audio_2026-05-11_at_12.45.58_splice_mismo_hablante.wav;mismo_hablante;1;1;0.4246999999999998;8;0
0.35;A019_WhatsApp_Audio_2026-05-11_at_12.48.50_clean.wav;none;0;1;0.41056666666666675;4;
0.35;A019_WhatsApp_Audio_2026-05-11_at_12.48.50_splice_mismo_audio.wav;mismo_audio;1;1;0.7263666666666667;4;1
0.35;A019_WhatsApp_Audio_2026-05-11_at_12.48.50_splice_mismo_hablante.wav;mismo_hablante;1;1;0.7291333333333335;5;1
0.35;A020_WhatsApp_Audio_2026-05-11_at_12.51.30_clean.wav;none;0;1;0.4849706349206347;8;
0.35;A020_WhatsApp_Audio_2026-05-11_at_12.51.30_splice_mismo_audio.wav;mismo_audio;1;1;0.7459928571428575;10;1
0.35;A020_WhatsApp_Audio_2026-05-11_at_12.51.30_splice_mismo_hablante.wav;mismo_hablante;1;1;0.6903333333333334;8;1
0.35;A021_WhatsApp_Audio_2026-05-11_at_13.25.03_clean.wav;none;0;1;0.47781666666666667;6;
0.35;A021_WhatsApp_Audio_2026-05-11_at_13.25.03_splice_mismo_audio.wav;mismo_audio;1;1;0.7243261904761905;7;1
0.35;A021_WhatsApp_Audio_2026-05-11_at_13.25.03_splice_mismo_hablante.wav;mismo_hablante;1;1;0.7324166666666669;7;1
0.4;A001_Diapo_10_clean.wav;none;0;1;0.46848095238095244;2;
0.4;A001_Diapo_10_splice_mismo_audio.wav;mismo_audio;1;1;0.4485142857142857;3;0
0.4;A001_Diapo_10_splice_mismo_hablante.wav;mismo_hablante;1;1;0.4559285714285714;2;0
0.4;A002_Diapo_7_clean.wav;none;0;1;0.5056873015873016;4;
0.4;A002_Diapo_7_splice_mismo_audio.wav;mismo_audio;1;1;0.5435142857142856;3;0
0.4;A002_Diapo_7_splice_mismo_hablante.wav;mismo_hablante;1;1;0.5375809523809524;3;0
0.4;A003_Diapo_8_v2_clean.wav;none;0;1;0.5036;4;
0.4;A003_Diapo_8_v2_splice_mismo_audio.wav;mismo_audio;1;1;0.6814166666666669;5;1
0.4;A003_Diapo_8_v2_splice_mismo_hablante.wav;mismo_hablante;1;1;0.7401333333333334;6;1
0.4;A004_Diapo_9_clean.wav;none;0;1;0.511457142857143;2;
0.4;A004_Diapo_9_splice_mismo_audio.wav;mismo_audio;1;1;0.6514333333333334;1;1
0.4;A004_Diapo_9_splice_mismo_hablante.wav;mismo_hablante;1;1;0.7530666666666668;2;1
0.4;A005_WhatsApp_Audio_2025-11-25_at_13.23.33_clean.wav;none;0;1;0.4675714285714287;5;
0.4;A005_WhatsApp_Audio_2025-11-25_at_13.23.33_splice_mismo_audio.wav;mismo_audio;1;1;0.6875285714285715;6;1
0.4;A005_WhatsApp_Audio_2025-11-25_at_13.23.33_splice_mismo_hablante.wav;mismo_hablante;1;1;0.7354809523809526;4;1
0.4;A006_WhatsApp_Audio_2025-11-27_at_10.32.19_clean.wav;none;0;1;0.5228285714285715;6;
0.4;A006_WhatsApp_Audio_2025-11-27_at_10.32.19_splice_mismo_audio.wav;mismo_audio;1;1;0.5045333333333334;3;0
0.4;A006_WhatsApp_Audio_2025-11-27_at_10.32.19_splice_mismo_hablante.wav;mismo_hablante;1;1;0.5228285714285715;6;1
0.4;A007_WhatsApp_Audio_2025-11-30_at_13.49.09_clean.wav;none;0;1;0.533347619047619;2;
0.4;A007_WhatsApp_Audio_2025-11-30_at_13.49.09_splice_mismo_audio.wav;mismo_audio;1;1;0.7019309523809527;2;1
0.4;A007_WhatsApp_Audio_2025-11-30_at_13.49.09_splice_mismo_hablante.wav;mismo_hablante;1;1;0.6826952380952381;2;1
0.4;A008_WhatsApp_Audio_2026-02-04_at_14.12.19_clean.wav;none;0;1;0.44940000000000013;3;
0.4;A008_WhatsApp_Audio_2026-02-04_at_14.12.19_splice_mismo_audio.wav;mismo_audio;1;1;0.708366666666667;1;1
0.4;A008_WhatsApp_Audio_2026-02-04_at_14.12.19_splice_mismo_hablante.wav;mismo_hablante;1;1;0.7567833333333334;2;1
0.4;A009_WhatsApp_Audio_2026-05-11_at_12.13.40_clean.wav;none;0;1;0.5476333333333332;3;
0.4;A009_WhatsApp_Audio_2026-05-11_at_12.13.40_splice_mismo_audio.wav;mismo_audio;1;1;0.5476333333333332;3;0
0.4;A009_WhatsApp_Audio_2026-05-11_at_12.13.40_splice_mismo_hablante.wav;mismo_hablante;1;1;0.5476333333333332;4;0
0.4;A010_WhatsApp_Audio_2026-05-11_at_12.15.11_clean.wav;none;0;0;0.36026666666666646;0;
0.4;A010_WhatsApp_Audio_2026-05-11_at_12.15.11_splice_mismo_audio.wav;mismo_audio;1;1;0.6750476190476191;1;1
0.4;A010_WhatsApp_Audio_2026-05-11_at_12.15.11_splice_mismo_hablante.wav;mismo_hablante;1;1;0.7091476190476189;1;1
0.4;A011_WhatsApp_Audio_2026-05-11_at_12.17.34_1_clean.wav;none;0;1;0.4790904761904762;3;
0.4;A011_WhatsApp_Audio_2026-05-11_at_12.17.34_1_splice_mismo_audio.wav;mismo_audio;1;1;0.6857333333333331;2;1
0.4;A011_WhatsApp_Audio_2026-05-11_at_12.17.34_1_splice_mismo_hablante.wav;mismo_hablante;1;1;0.6995714285714286;4;1
0.4;A012_WhatsApp_Audio_2026-05-11_at_12.17.34_2_clean.wav;none;0;1;0.4763333333333332;5;
0.4;A012_WhatsApp_Audio_2026-05-11_at_12.17.34_2_splice_mismo_audio.wav;mismo_audio;1;1;0.6671000000000002;5;1
0.4;A012_WhatsApp_Audio_2026-05-11_at_12.17.34_2_splice_mismo_hablante.wav;mismo_hablante;1;1;0.6770619047619049;5;1
0.4;A013_WhatsApp_Audio_2026-05-11_at_12.17.34_clean.wav;none;0;1;0.5512285714285714;2;
0.4;A013_WhatsApp_Audio_2026-05-11_at_12.17.34_splice_mismo_audio.wav;mismo_audio;1;1;0.7459;3;1
0.4;A013_WhatsApp_Audio_2026-05-11_at_12.17.34_splice_mismo_hablante.wav;mismo_hablante;1;1;0.7513666666666668;3;1
0.4;A014_WhatsApp_Audio_2026-05-11_at_12.21.44_clean.wav;none;0;1;0.5360619047619046;7;
0.4;A014_WhatsApp_Audio_2026-05-11_at_12.21.44_splice_mismo_audio.wav;mismo_audio;1;1;0.731;7;1
0.4;A014_WhatsApp_Audio_2026-05-11_at_12.21.44_splice_mismo_hablante.wav;mismo_hablante;1;1;0.741766666666667;6;1
0.4;A015_WhatsApp_Audio_2026-05-11_at_12.25.03_clean.wav;none;0;1;0.4458380952380952;2;
0.4;A015_WhatsApp_Audio_2026-05-11_at_12.25.03_splice_mismo_audio.wav;mismo_audio;1;1;0.6717714285714286;3;1
0.4;A015_WhatsApp_Audio_2026-05-11_at_12.25.03_splice_mismo_hablante.wav;mismo_hablante;1;1;0.69;3;1
0.4;A016_WhatsApp_Audio_2026-05-11_at_12.30.33_clean.wav;none;0;1;0.4379333333333333;3;
0.4;A016_WhatsApp_Audio_2026-05-11_at_12.30.33_splice_mismo_audio.wav;mismo_audio;1;1;0.42929999999999996;5;1
0.4;A016_WhatsApp_Audio_2026-05-11_at_12.30.33_splice_mismo_hablante.wav;mismo_hablante;1;1;0.4323444444444444;3;1
0.4;A017_WhatsApp_Audio_2026-05-11_at_12.32.17_clean.wav;none;0;1;0.4551119047619047;3;
0.4;A017_WhatsApp_Audio_2026-05-11_at_12.32.17_splice_mismo_audio.wav;mismo_audio;1;1;0.7495333333333333;3;1
0.4;A017_WhatsApp_Audio_2026-05-11_at_12.32.17_splice_mismo_hablante.wav;mismo_hablante;1;1;0.7090857142857144;3;1
0.4;A018_WhatsApp_Audio_2026-05-11_at_12.45.58_clean.wav;none;0;1;0.49141428571428575;3;
0.4;A018_WhatsApp_Audio_2026-05-11_at_12.45.58_splice_mismo_audio.wav;mismo_audio;1;1;0.4246999999999998;2;0
0.4;A018_WhatsApp_Audio_2026-05-11_at_12.45.58_splice_mismo_hablante.wav;mismo_hablante;1;1;0.4246999999999998;3;0
0.4;A019_WhatsApp_Audio_2026-05-11_at_12.48.50_clean.wav;none;0;1;0.41056666666666675;1;
0.4;A019_WhatsApp_Audio_2026-05-11_at_12.48.50_splice_mismo_audio.wav;mismo_audio;1;1;0.7263666666666667;1;1
0.4;A019_WhatsApp_Audio_2026-05-11_at_12.48.50_splice_mismo_hablante.wav;mismo_hablante;1;1;0.7291333333333335;1;1
0.4;A020_WhatsApp_Audio_2026-05-11_at_12.51.30_clean.wav;none;0;1;0.4849706349206347;6;
0.4;A020_WhatsApp_Audio_2026-05-11_at_12.51.30_splice_mismo_audio.wav;mismo_audio;1;1;0.7459928571428575;7;1
0.4;A020_WhatsApp_Audio_2026-05-11_at_12.51.30_splice_mismo_hablante.wav;mismo_hablante;1;1;0.6903333333333334;5;1
0.4;A021_WhatsApp_Audio_2026-05-11_at_13.25.03_clean.wav;none;0;1;0.47781666666666667;2;
0.4;A021_WhatsApp_Audio_2026-05-11_at_13.25.03_splice_mismo_audio.wav;mismo_audio;1;1;0.7243261904761905;3;1
0.4;A021_WhatsApp_Audio_2026-05-11_at_13.25.03_splice_mismo_hablante.wav;mismo_hablante;1;1;0.7324166666666669;2;1
0.45;A001_Diapo_10_clean.wav;none;0;1;0.46848095238095244;2;
0.45;A001_Diapo_10_splice_mismo_audio.wav;mismo_audio;1;0;0.4485142857142857;0;0
0.45;A001_Diapo_10_splice_mismo_hablante.wav;mismo_hablante;1;1;0.4559285714285714;2;0
0.45;A002_Diapo_7_clean.wav;none;0;1;0.5056873015873016;2;
0.45;A002_Diapo_7_splice_mismo_audio.wav;mismo_audio;1;1;0.5435142857142856;2;0
0.45;A002_Diapo_7_splice_mismo_hablante.wav;mismo_hablante;1;1;0.5375809523809524;2;0
0.45;A003_Diapo_8_v2_clean.wav;none;0;1;0.5036;2;
0.45;A003_Diapo_8_v2_splice_mismo_audio.wav;mismo_audio;1;1;0.6814166666666669;2;1
0.45;A003_Diapo_8_v2_splice_mismo_hablante.wav;mismo_hablante;1;1;0.7401333333333334;4;1
0.45;A004_Diapo_9_clean.wav;none;0;1;0.511457142857143;1;
0.45;A004_Diapo_9_splice_mismo_audio.wav;mismo_audio;1;1;0.6514333333333334;1;1
0.45;A004_Diapo_9_splice_mismo_hablante.wav;mismo_hablante;1;1;0.7530666666666668;2;1
0.45;A005_WhatsApp_Audio_2025-11-25_at_13.23.33_clean.wav;none;0;1;0.4675714285714287;1;
0.45;A005_WhatsApp_Audio_2025-11-25_at_13.23.33_splice_mismo_audio.wav;mismo_audio;1;1;0.6875285714285715;3;1
0.45;A005_WhatsApp_Audio_2025-11-25_at_13.23.33_splice_mismo_hablante.wav;mismo_hablante;1;1;0.7354809523809526;2;1
0.45;A006_WhatsApp_Audio_2025-11-27_at_10.32.19_clean.wav;none;0;1;0.5228285714285715;4;
0.45;A006_WhatsApp_Audio_2025-11-27_at_10.32.19_splice_mismo_audio.wav;mismo_audio;1;1;0.5045333333333334;1;0
0.45;A006_WhatsApp_Audio_2025-11-27_at_10.32.19_splice_mismo_hablante.wav;mismo_hablante;1;1;0.5228285714285715;4;0
0.45;A007_WhatsApp_Audio_2025-11-30_at_13.49.09_clean.wav;none;0;1;0.533347619047619;1;
0.45;A007_WhatsApp_Audio_2025-11-30_at_13.49.09_splice_mismo_audio.wav;mismo_audio;1;1;0.7019309523809527;1;1
0.45;A007_WhatsApp_Audio_2025-11-30_at_13.49.09_splice_mismo_hablante.wav;mismo_hablante;1;1;0.6826952380952381;1;1
0.45;A008_WhatsApp_Audio_2026-02-04_at_14.12.19_clean.wav;none;0;0;0.44940000000000013;0;
0.45;A008_WhatsApp_Audio_2026-02-04_at_14.12.19_splice_mismo_audio.wav;mismo_audio;1;1;0.708366666666667;1;1
0.45;A008_WhatsApp_Audio_2026-02-04_at_14.12.19_splice_mismo_hablante.wav;mismo_hablante;1;1;0.7567833333333334;1;1
0.45;A009_WhatsApp_Audio_2026-05-11_at_12.13.40_clean.wav;none;0;1;0.5476333333333332;2;
0.45;A009_WhatsApp_Audio_2026-05-11_at_12.13.40_splice_mismo_audio.wav;mismo_audio;1;1;0.5476333333333332;2;0
0.45;A009_WhatsApp_Audio_2026-05-11_at_12.13.40_splice_mismo_hablante.wav;mismo_hablante;1;1;0.5476333333333332;2;0
0.45;A010_WhatsApp_Audio_2026-05-11_at_12.15.11_clean.wav;none;0;0;0.36026666666666646;0;
0.45;A010_WhatsApp_Audio_2026-05-11_at_12.15.11_splice_mismo_audio.wav;mismo_audio;1;1;0.6750476190476191;1;1
0.45;A010_WhatsApp_Audio_2026-05-11_at_12.15.11_splice_mismo_hablante.wav;mismo_hablante;1;1;0.7091476190476189;1;1
0.45;A011_WhatsApp_Audio_2026-05-11_at_12.17.34_1_clean.wav;none;0;1;0.4790904761904762;1;
0.45;A011_WhatsApp_Audio_2026-05-11_at_12.17.34_1_splice_mismo_audio.wav;mismo_audio;1;1;0.6857333333333331;2;1
0.45;A011_WhatsApp_Audio_2026-05-11_at_12.17.34_1_splice_mismo_hablante.wav;mismo_hablante;1;1;0.6995714285714286;4;1
0.45;A012_WhatsApp_Audio_2026-05-11_at_12.17.34_2_clean.wav;none;0;1;0.4763333333333332;1;
