threshold;archivo_generado;tipo_splicing;manipulado_real;detectado_archivo;tamper_score;num_intervalos_predichos;acierto_localizacion
0.3;A011_WhatsApp_Audio_2026-05-11_at_12.17.34_1_clean.wav;none;0;1;0.3922047619047619;9;
0.3;A011_WhatsApp_Audio_2026-05-11_at_12.17.34_1_splice_mismo_audio.wav;mismo_audio;1;1;0.38716190476190476;12;0
0.3;A011_WhatsApp_Audio_2026-05-11_at_12.17.34_1_splice_mismo_hablante.wav;mismo_hablante;1;1;0.38716190476190476;11;0
0.3;A012_WhatsApp_Audio_2026-05-11_at_12.17.34_2_clean.wav;none;0;1;0.45113333333333333;7;
0.3;A012_WhatsApp_Audio_2026-05-11_at_12.17.34_2_splice_mismo_audio.wav;mismo_audio;1;1;0.45113333333333333;6;0
0.3;A012_WhatsApp_Audio_2026-05-11_at_12.17.34_2_splice_mismo_hablante.wav;mismo_hablante;1;1;0.45113333333333333;7;1
0.3;A013_WhatsApp_Audio_2026-05-11_at_12.17.34_clean.wav;none;0;1;0.49335000000000007;6;
0.3;A013_WhatsApp_Audio_2026-05-11_at_12.17.34_splice_mismo_audio.wav;mismo_audio;1;1;0.48599999999999993;6;1
0.3;A013_WhatsApp_Audio_2026-05-11_at_12.17.34_splice_mismo_hablante.wav;mismo_hablante;1;1;0.5124500000000001;6;1
0.3;A014_WhatsApp_Audio_2026-05-11_at_12.21.44_clean.wav;none;0;1;0.39618095238095247;11;
0.3;A014_WhatsApp_Audio_2026-05-11_at_12.21.44_splice_mismo_audio.wav;mismo_audio;1;1;0.4638666666666667;11;1
0.3;A014_WhatsApp_Audio_2026-05-11_at_12.21.44_splice_mismo_hablante.wav;mismo_hablante;1;1;0.41038095238095235;10;1
0.3;A015_WhatsApp_Audio_2026-05-11_at_12.25.03_clean.wav;none;0;1;0.3981119047619047;9;
0.3;A015_WhatsApp_Audio_2026-05-11_at_12.25.03_splice_mismo_audio.wav;mismo_audio;1;1;0.3981119047619047;9;0
0.3;A015_WhatsApp_Audio_2026-05-11_at_12.25.03_splice_mismo_hablante.wav;mismo_hablante;1;1;0.4578;9;1
0.3;A016_WhatsApp_Audio_2026-05-11_at_12.30.33_clean.wav;none;0;1;0.5103119047619047;4;
0.3;A016_WhatsApp_Audio_2026-05-11_at_12.30.33_splice_mismo_audio.wav;mismo_audio;1;1;0.5073761904761906;5;1
0.3;A016_WhatsApp_Audio_2026-05-11_at_12.30.33_splice_mismo_hablante.wav;mismo_hablante;1;1;0.5073761904761906;4;1
0.3;A017_WhatsApp_Audio_2026-05-11_at_12.32.17_clean.wav;none;0;1;0.4409523809523809;6;
0.3;A017_WhatsApp_Audio_2026-05-11_at_12.32.17_splice_mismo_audio.wav;mismo_audio;1;1;0.44731904761904756;6;1
0.3;A017_WhatsApp_Audio_2026-05-11_at_12.32.17_splice_mismo_hablante.wav;mismo_hablante;1;1;0.4652857142857141;8;1
0.3;A018_WhatsApp_Audio_2026-05-11_at_12.45.58_clean.wav;none;0;1;0.45065238095238097;7;
0.3;A018_WhatsApp_Audio_2026-05-11_at_12.45.58_splice_mismo_audio.wav;mismo_audio;1;1;0.45065238095238097;7;0
0.3;A018_WhatsApp_Audio_2026-05-11_at_12.45.58_splice_mismo_hablante.wav;mismo_hablante;1;1;0.45065238095238097;8;1
0.3;A019_WhatsApp_Audio_2026-05-11_at_12.48.50_clean.wav;none;0;1;0.44546666666666673;4;
0.3;A019_WhatsApp_Audio_2026-05-11_at_12.48.50_splice_mismo_audio.wav;mismo_audio;1;1;0.44960000000000006;6;1
0.3;A019_WhatsApp_Audio_2026-05-11_at_12.48.50_splice_mismo_hablante.wav;mismo_hablante;1;1;0.4664047619047618;4;1
0.3;A020_WhatsApp_Audio_2026-05-11_at_12.51.30_clean.wav;none;0;1;0.4235;10;
0.3;A020_WhatsApp_Audio_2026-05-11_at_12.51.30_splice_mismo_audio.wav;mismo_audio;1;1;0.4250095238095236;10;1
0.3;A020_WhatsApp_Audio_2026-05-11_at_12.51.30_splice_mismo_hablante.wav;mismo_hablante;1;1;0.4235;11;0
0.3;A021_WhatsApp_Audio_2026-05-11_at_13.25.03_clean.wav;none;0;1;0.4975333333333336;3;
0.3;A021_WhatsApp_Audio_2026-05-11_at_13.25.03_splice_mismo_audio.wav;mismo_audio;1;1;0.5096190476190477;4;1
0.3;A021_WhatsApp_Audio_2026-05-11_at_13.25.03_splice_mismo_hablante.wav;mismo_hablante;1;1;0.4975333333333336;3;1
0.35;A001_Diapo_10_clean.wav;none;0;1;0.4658499999999998;5;
0.35;A001_Diapo_10_splice_mismo_audio.wav;mismo_audio;1;1;0.417097619047619;5;1
0.35;A001_Diapo_10_splice_mismo_hablante.wav;mismo_hablante;1;1;0.4658499999999998;5;0
0.35;A002_Diapo_7_clean.wav;none;0;1;0.41393333333333326;5;
0.35;A002_Diapo_7_splice_mismo_audio.wav;mismo_audio;1;1;0.5235730158730157;6;0
0.35;A002_Diapo_7_splice_mismo_hablante.wav;mismo_hablante;1;1;0.4841063492063491;4;0
0.35;A003_Diapo_8_v2_clean.wav;none;0;1;0.41214523809523806;8;
0.35;A003_Diapo_8_v2_splice_mismo_audio.wav;mismo_audio;1;1;0.43023333333333336;5;0
0.35;A003_Diapo_8_v2_splice_mismo_hablante.wav;mismo_hablante;1;1;0.4072999999999999;6;0
0.35;A004_Diapo_9_clean.wav;none;0;1;0.36520000000000014;1;
0.35;A004_Diapo_9_splice_mismo_audio.wav;mismo_audio;1;1;0.36520000000000014;1;0
0.35;A004_Diapo_9_splice_mismo_hablante.wav;mismo_hablante;1;1;0.39567380952380954;1;1
0.35;A005_WhatsApp_Audio_2025-11-25_at_13.23.33_clean.wav;none;0;1;0.4547555555555556;4;
0.35;A005_WhatsApp_Audio_2025-11-25_at_13.23.33_splice_mismo_audio.wav;mismo_audio;1;1;0.4547555555555556;7;1
0.35;A005_WhatsApp_Audio_2025-11-25_at_13.23.33_splice_mismo_hablante.wav;mismo_hablante;1;1;0.4547555555555556;5;1
0.35;A006_WhatsApp_Audio_2025-11-27_at_10.32.19_clean.wav;none;0;1;0.4536285714285713;3;
0.35;A006_WhatsApp_Audio_2025-11-27_at_10.32.19_splice_mismo_audio.wav;mismo_audio;1;1;0.48000000000000004;4;1
0.35;A006_WhatsApp_Audio_2025-11-27_at_10.32.19_splice_mismo_hablante.wav;mismo_hablante;1;1;0.4536285714285713;4;1
0.35;A007_WhatsApp_Audio_2025-11-30_at_13.49.09_clean.wav;none;0;1;0.5087119047619048;3;
0.35;A007_WhatsApp_Audio_2025-11-30_at_13.49.09_splice_mismo_audio.wav;mismo_audio;1;1;0.5290880952380953;5;1
0.35;A007_WhatsApp_Audio_2025-11-30_at_13.49.09_splice_mismo_hablante.wav;mismo_hablante;1;1;0.5087119047619048;4;1
0.35;A008_WhatsApp_Audio_2026-02-04_at_14.12.19_clean.wav;none;0;1;0.4534666666666667;6;
0.35;A008_WhatsApp_Audio_2026-02-04_at_14.12.19_splice_mismo_audio.wav;mismo_audio;1;1;0.4433000000000001;7;1
0.35;A008_WhatsApp_Audio_2026-02-04_at_14.12.19_splice_mismo_hablante.wav;mismo_hablante;1;1;0.47709999999999986;6;1
0.35;A009_WhatsApp_Audio_2026-05-11_at_12.13.40_clean.wav;none;0;1;0.4642571428571429;13;
0.35;A009_WhatsApp_Audio_2026-05-11_at_12.13.40_splice_mismo_audio.wav;mismo_audio;1;1;0.5001;15;1
0.35;A009_WhatsApp_Audio_2026-05-11_at_12.13.40_splice_mismo_hablante.wav;mismo_hablante;1;1;0.4642571428571429;13;0
0.35;A010_WhatsApp_Audio_2026-05-11_at_12.15.11_clean.wav;none;0;1;0.38409761904761885;4;
0.35;A010_WhatsApp_Audio_2026-05-11_at_12.15.11_splice_mismo_audio.wav;mismo_audio;1;1;0.43441190476190467;3;0
0.35;A010_WhatsApp_Audio_2026-05-11_at_12.15.11_splice_mismo_hablante.wav;mismo_hablante;1;1;0.4055142857142856;5;1
0.35;A011_WhatsApp_Audio_2026-05-11_at_12.17.34_1_clean.wav;none;0;1;0.3922047619047619;6;
0.35;A011_WhatsApp_Audio_2026-05-11_at_12.17.34_1_splice_mismo_audio.wav;mismo_audio;1;1;0.38716190476190476;5;0
0.35;A011_WhatsApp_Audio_2026-05-11_at_12.17.34_1_splice_mismo_hablante.wav;mismo_hablante;1;1;0.38716190476190476;7;0
0.35;A012_WhatsApp_Audio_2026-05-11_at_12.17.34_2_clean.wav;none;0;1;0.45113333333333333;9;
0.35;A012_WhatsApp_Audio_2026-05-11_at_12.17.34_2_splice_mismo_audio.wav;mismo_audio;1;1;0.45113333333333333;9;0
0.35;A012_WhatsApp_Audio_2026-05-11_at_12.17.34_2_splice_mismo_hablante.wav;mismo_hablante;1;1;0.45113333333333333;8;1
0.35;A013_WhatsApp_Audio_2026-05-11_at_12.17.34_clean.wav;none;0;1;0.49335000000000007;5;
0.35;A013_WhatsApp_Audio_2026-05-11_at_12.17.34_splice_mismo_audio.wav;mismo_audio;1;1;0.48599999999999993;5;1
0.35;A013_WhatsApp_Audio_2026-05-11_at_12.17.34_splice_mismo_hablante.wav;mismo_hablante;1;1;0.5124500000000001;6;1
0.35;A014_WhatsApp_Audio_2026-05-11_at_12.21.44_clean.wav;none;0;1;0.39618095238095247;8;
0.35;A014_WhatsApp_Audio_2026-05-11_at_12.21.44_splice_mismo_audio.wav;mismo_audio;1;1;0.4638666666666667;9;1
0.35;A014_WhatsApp_Audio_2026-05-11_at_12.21.44_splice_mismo_hablante.wav;mismo_hablante;1;1;0.41038095238095235;8;0
0.35;A015_WhatsApp_Audio_2026-05-11_at_12.25.03_clean.wav;none;0;1;0.3981119047619047;5;
0.35;A015_WhatsApp_Audio_2026-05-11_at_12.25.03_splice_mismo_audio.wav;mismo_audio;1;1;0.3981119047619047;5;0
0.35;A015_WhatsApp_Audio_2026-05-11_at_12.25.03_splice_mismo_hablante.wav;mismo_hablante;1;1;0.4578;5;1
0.35;A016_WhatsApp_Audio_2026-05-11_at_12.30.33_clean.wav;none;0;1;0.5103119047619047;5;
0.35;A016_WhatsApp_Audio_2026-05-11_at_12.30.33_splice_mismo_audio.wav;mismo_audio;1;1;0.5073761904761906;5;1
0.35;A016_WhatsApp_Audio_2026-05-11_at_12.30.33_splice_mismo_hablante.wav;mismo_hablante;1;1;0.5073761904761906;5;1
0.35;A017_WhatsApp_Audio_2026-05-11_at_12.32.17_clean.wav;none;0;1;0.4409523809523809;6;
0.35;A017_WhatsApp_Audio_2026-05-11_at_12.32.17_splice_mismo_audio.wav;mismo_audio;1;1;0.44731904761904756;6;1
0.35;A017_WhatsApp_Audio_2026-05-11_at_12.32.17_splice_mismo_hablante.wav;mismo_hablante;1;1;0.4652857142857141;6;1
0.35;A018_WhatsApp_Audio_2026-05-11_at_12.45.58_clean.wav;none;0;1;0.45065238095238097;6;
0.35;A018_WhatsApp_Audio_2026-05-11_at_12.45.58_splice_mismo_audio.wav;mismo_audio;1;1;0.45065238095238097;5;0
0.35;A018_WhatsApp_Audio_2026-05-11_at_12.45.58_splice_mismo_hablante.wav;mismo_hablante;1;1;0.45065238095238097;7;0
0.35;A019_WhatsApp_Audio_2026-05-11_at_12.48.50_clean.wav;none;0;1;0.44546666666666673;4;
0.35;A019_WhatsApp_Audio_2026-05-11_at_12.48.50_splice_mismo_audio.wav;mismo_audio;1;1;0.44960000000000006;5;1
0.35;A019_WhatsApp_Audio_2026-05-11_at_12.48.50_splice_mismo_hablante.wav;mismo_hablante;1;1;0.4664047619047618;3;0
0.35;A020_WhatsApp_Audio_2026-05-11_at_12.51.30_clean.wav;none;0;1;0.4235;9;
0.35;A020_WhatsApp_Audio_2026-05-11_at_12.51.30_splice_mismo_audio.wav;mismo_audio;1;1;0.4250095238095236;9;1
0.35;A020_WhatsApp_Audio_2026-05-11_at_12.51.30_splice_mismo_hablante.wav;mismo_hablante;1;1;0.4235;8;0
0.35;A021_WhatsApp_Audio_2026-05-11_at_13.25.03_clean.wav;none;0;1;0.4975333333333336;7;
0.35;A021_WhatsApp_Audio_2026-05-11_at_13.25.03_splice_mismo_audio.wav;mismo_audio;1;1;0.5096190476190477;7;1
0.35;A021_WhatsApp_Audio_2026-05-11_at_13.25.03_splice_mismo_hablante.wav;mismo_hablante;1;1;0.4975333333333336;8;1
0.4;A001_Diapo_10_clean.wav;none;0;1;0.4658499999999998;3;
0.4;A001_Diapo_10_splice_mismo_audio.wav;mismo_audio;1;1;0.417097619047619;2;0
0.4;A001_Diapo_10_splice_mismo_hablante.wav;mismo_hablante;1;1;0.4658499999999998;2;0
0.4;A002_Diapo_7_clean.wav;none;0;1;0.41393333333333326;1;
0.4;A002_Diapo_7_splice_mismo_audio.wav;mismo_audio;1;1;0.5235730158730157;3;0
0.4;A002_Diapo_7_splice_mismo_hablante.wav;mismo_hablante;1;1;0.4841063492063491;3;0
0.4;A003_Diapo_8_v2_clean.wav;none;0;1;0.41214523809523806;2;
0.4;A003_Diapo_8_v2_splice_mismo_audio.wav;mismo_audio;1;1;0.43023333333333336;2;0
0.4;A003_Diapo_8_v2_splice_mismo_hablante.wav;mismo_hablante;1;1;0.4072999999999999;1;0
0.4;A004_Diapo_9_clean.wav;none;0;0;0.36520000000000014;0;
0.4;A004_Diapo_9_splice_mismo_audio.wav;mismo_audio;1;0;0.36520000000000014;0;0
0.4;A004_Diapo_9_splice_mismo_hablante.wav;mismo_hablante;1;0;0.39567380952380954;0;0
0.4;A005_WhatsApp_Audio_2025-11-25_at_13.23.33_clean.wav;none;0;1;0.4547555555555556;5;
0.4;A005_WhatsApp_Audio_2025-11-25_at_13.23.33_splice_mismo_audio.wav;mismo_audio;1;1;0.4547555555555556;5;0
0.4;A005_WhatsApp_Audio_2025-11-25_at_13.23.33_splice_mismo_hablante.wav;mismo_hablante;1;1;0.4547555555555556;5;0
0.4;A006_WhatsApp_Audio_2025-11-27_at_10.32.19_clean.wav;none;0;1;0.4536285714285713;4;
0.4;A006_WhatsApp_Audio_2025-11-27_at_10.32.19_splice_mismo_audio.wav;mismo_audio;1;1;0.48000000000000004;4;0
0.4;A006_WhatsApp_Audio_2025-11-27_at_10.32.19_splice_mismo_hablante.wav;mismo_hablante;1;1;0.4536285714285713;4;1
0.4;A007_WhatsApp_Audio_2025-11-30_at_13.49.09_clean.wav;none;0;1;0.5087119047619048;4;
0.4;A007_WhatsApp_Audio_2025-11-30_at_13.49.09_splice_mismo_audio.wav;mismo_audio;1;1;0.5290880952380953;4;1
0.4;A007_WhatsApp_Audio_2025-11-30_at_13.49.09_splice_mismo_hablante.wav;mismo_hablante;1;1;0.5087119047619048;3;0
0.4;A008_WhatsApp_Audio_2026-02-04_at_14.12.19_clean.wav;none;0;1;0.4534666666666667;3;
0.4;A008_WhatsApp_Audio_2026-02-04_at_14.12.19_splice_mismo_audio.wav;mismo_audio;1;1;0.4433000000000001;2;0
0.4;A008_WhatsApp_Audio_2026-02-04_at_14.12.19_splice_mismo_hablante.wav;mismo_hablante;1;1;0.47709999999999986;4;1
0.4;A009_WhatsApp_Audio_2026-05-11_at_12.13.40_clean.wav;none;0;1;0.4642571428571429;4;
0.4;A009_WhatsApp_Audio_2026-05-11_at_12.13.40_splice_mismo_audio.wav;mismo_audio;1;1;0.5001;5;0
0.4;A009_WhatsApp_Audio_2026-05-11_at_12.13.40_splice_mismo_hablante.wav;mismo_hablante;1;1;0.4642571428571429;5;0
0.4;A010_WhatsApp_Audio_2026-05-11_at_12.15.11_clean.wav;none;0;0;0.38409761904761885;0;
0.4;A010_WhatsApp_Audio_2026-05-11_at_12.15.11_splice_mismo_audio.wav;mismo_audio;1;1;0.43441190476190467;1;0
0.4;A010_WhatsApp_Audio_2026-05-11_at_12.15.11_splice_mismo_hablante.wav;mismo_hablante;1;1;0.4055142857142856;1;0
0.4;A011_WhatsApp_Audio_2026-05-11_at_12.17.34_1_clean.wav;none;0;0;0.3922047619047619;0;
0.4;A011_WhatsApp_Audio_2026-05-11_at_12.17.34_1_splice_mismo_audio.wav;mismo_audio;1;0;0.38716190476190476;0;0
0.4;A011_WhatsApp_Audio_2026-05-11_at_12.17.34_1_splice_mismo_hablante.wav;mismo_hablante;1;0;0.38716190476190476;0;0
0.4;A012_WhatsApp_Audio_2026-05-11_at_12.17.34_2_clean.wav;none;0;1;0.45113333333333333;2;
0.4;A012_WhatsApp_Audio_2026-05-11_at_12.17.34_2_splice_mismo_audio.wav;mismo_audio;1;1;0.45113333333333333;1;0
0.4;A012_WhatsApp_Audio_2026-05-11_at_12.17.34_2_splice_mismo_hablante.wav;mismo_hablante;1;1;0.45113333333333333;3;0
0.4;A013_WhatsApp_Audio_2026-05-11_at_12.17.34_clean.wav;none;0;1;0.49335000000000007;3;
0.4;A013_WhatsApp_Audio_2026-05-11_at_12.17.34_splice_mismo_audio.wav;mismo_audio;1;1;0.48599999999999993;2;0
0.4;A013_WhatsApp_Audio_2026-05-11_at_12.17.34_splice_mismo_hablante.wav;mismo_hablante;1;1;0.5124500000000001;2;0
0.4;A014_WhatsApp_Audio_2026-05-11_at_12.21.44_clean.wav;none;0;0;0.39618095238095247;0;
0.4;A014_WhatsApp_Audio_2026-05-11_at_12.21.44_splice_mismo_audio.wav;mismo_audio;1;1;0.4638666666666667;1;0
0.4;A014_WhatsApp_Audio_2026-05-11_at_12.21.44_splice_mismo_hablante.wav;mismo_hablante;1;1;0.41038095238095235;1;0
0.4;A015_WhatsApp_Audio_2026-05-11_at_12.25.03_clean.wav;none;0;0;0.3981119047619047;0;
0.4;A015_WhatsApp_Audio_2026-05-11_at_12.25.03_splice_mismo_audio.wav;mismo_audio;1;0;0.3981119047619047;0;0
0.4;A015_WhatsApp_Audio_2026-05-11_at_12.25.03_splice_mismo_hablante.wav;mismo_hablante;1;1;0.4578;2;1
0.4;A016_WhatsApp_Audio_2026-05-11_at_12.30.33_clean.wav;none;0;1;0.5103119047619047;3;
0.4;A016_WhatsApp_Audio_2026-05-11_at_12.30.33_splice_mismo_audio.wav;mismo_audio;1;1;0.5073761904761906;4;1
0.4;A016_WhatsApp_Audio_2026-05-11_at_12.30.33_splice_mismo_hablante.wav;mismo_hablante;1;1;0.5073761904761906;3;1
0.4;A017_WhatsApp_Audio_2026-05-11_at_12.32.17_clean.wav;none;0;1;0.4409523809523809;1;
0.4;A017_WhatsApp_Audio_2026-05-11_at_12.32.17_splice_mismo_audio.wav;mismo_audio;1;1;0.44731904761904756;1;1
0.4;A017_WhatsApp_Audio_2026-05-11_at_12.32.17_splice_mismo_hablante.wav;mismo_hablante;1;1;0.4652857142857141;2;1
0.4;A018_WhatsApp_Audio_2026-05-11_at_12.45.58_clean.wav;none;0;1;0.45065238095238097;5;
0.4;A018_WhatsApp_Audio_2026-05-11_at_12.45.58_splice_mismo_audio.wav;mismo_audio;1;1;0.45065238095238097;3;0
0.4;A018_WhatsApp_Audio_2026-05-11_at_12.45.58_splice_mismo_hablante.wav;mismo_hablante;1;1;0.45065238095238097;3;0
0.4;A019_WhatsApp_Audio_2026-05-11_at_12.48.50_clean.wav;none;0;1;0.44546666666666673;2;
0.4;A019_WhatsApp_Audio_2026-05-11_at_12.48.50_splice_mismo_audio.wav;mismo_audio;1;1;0.44960000000000006;3;1
0.4;A019_WhatsApp_Audio_2026-05-11_at_12.48.50_splice_mismo_hablante.wav;mismo_hablante;1;1;0.4664047619047618;2;0
0.4;A020_WhatsApp_Audio_2026-05-11_at_12.51.30_clean.wav;none;0;1;0.4235;5;
0.4;A020_WhatsApp_Audio_2026-05-11_at_12.51.30_splice_mismo_audio.wav;mismo_audio;1;1;0.4250095238095236;6;1
0.4;A020_WhatsApp_Audio_2026-05-11_at_12.51.30_splice_mismo_hablante.wav;mismo_hablante;1;1;0.4235;4;0
0.4;A021_WhatsApp_Audio_2026-05-11_at_13.25.03_clean.wav;none;0;1;0.4975333333333336;5;
0.4;A021_WhatsApp_Audio_2026-05-11_at_13.25.03_splice_mismo_audio.wav;mismo_audio;1;1;0.5096190476190477;8;1
0.4;A021_WhatsApp_Audio_2026-05-11_at_13.25.03_splice_mismo_hablante.wav;mismo_hablante;1;1;0.4975333333333336;6;0
0.45;A001_Diapo_10_clean.wav;none;0;1;0.4658499999999998;1;
0.45;A001_Diapo_10_splice_mismo_audio.wav;mismo_audio;1;0;0.417097619047619;0;0
0.45;A001_Diapo_10_splice_mismo_hablante.wav;mismo_hablante;1;1;0.4658499999999998;1;0
0.45;A002_Diapo_7_clean.wav;none;0;0;0.41393333333333326;0;
0.45;A002_Diapo_7_splice_mismo_audio.wav;mismo_audio;1;1;0.5235730158730157;1;0
0.45;A002_Diapo_7_splice_mismo_hablante.wav;mismo_hablante;1;1;0.4841063492063491;2;0
0.45;A003_Diapo_8_v2_clean.wav;none;0;0;0.41214523809523806;0;
0.45;A003_Diapo_8_v2_splice_mismo_audio.wav;mismo_audio;1;0;0.43023333333333336;0;0
0.45;A003_Diapo_8_v2_splice_mismo_hablante.wav;mismo_hablante;1;0;0.4072999999999999;0;0
0.45;A004_Diapo_9_clean.wav;none;0;0;0.36520000000000014;0;
0.45;A004_Diapo_9_splice_mismo_audio.wav;mismo_audio;1;0;0.36520000000000014;0;0
0.45;A004_Diapo_9_splice_mismo_hablante.wav;mismo_hablante;1;0;0.39567380952380954;0;0
0.45;A005_WhatsApp_Audio_2025-11-25_at_13.23.33_clean.wav;none;0;1;0.4547555555555556;2;
0.45;A005_WhatsApp_Audio_2025-11-25_at_13.23.33_splice_mismo_audio.wav;mismo_audio;1;1;0.4547555555555556;2;0
0.45;A005_WhatsApp_Audio_2025-11-25_at_13.23.33_splice_mismo_hablante.wav;mismo_hablante;1;1;0.4547555555555556;1;0
0.45;A006_WhatsApp_Audio_2025-11-27_at_10.32.19_clean.wav;none;0;1;0.4536285714285713;1;
0.45;A006_WhatsApp_Audio_2025-11-27_at_10.32.19_splice_mismo_audio.wav;mismo_audio;1;1;0.48000000000000004;1;0
0.45;A006_WhatsApp_Audio_2025-11-27_at_10.32.19_splice_mismo_hablante.wav;mismo_hablante;1;1;0.4536285714285713;2;1
0.45;A007_WhatsApp_Audio_2025-11-30_at_13.49.09_clean.wav;none;0;1;0.5087119047619048;3;
0.45;A007_WhatsApp_Audio_2025-11-30_at_13.49.09_splice_mismo_audio.wav;mismo_audio;1;1;0.5290880952380953;3;1
0.45;A007_WhatsApp_Audio_2025-11-30_at_13.49.09_splice_mismo_hablante.wav;mismo_hablante;1;1;0.5087119047619048;3;0
0.45;A008_WhatsApp_Audio_2026-02-04_at_14.12.19_clean.wav;none;0;1;0.4534666666666667;1;
0.45;A008_WhatsApp_Audio_2026-02-04_at_14.12.19_splice_mismo_audio.wav;mismo_audio;1;0;0.4433000000000001;0;0
0.45;A008_WhatsApp_Audio_2026-02-04_at_14.12.19_splice_mismo_hablante.wav;mismo_hablante;1;1;0.47709999999999986;1;1
0.45;A009_WhatsApp_Audio_2026-05-11_at_12.13.40_clean.wav;none;0;1;0.4642571428571429;1;
0.45;A009_WhatsApp_Audio_2026-05-11_at_12.13.40_splice_mismo_audio.wav;mismo_audio;1;1;0.5001;2;0
0.45;A009_WhatsApp_Audio_2026-05-11_at_12.13.40_splice_mismo_hablante.wav;mismo_hablante;1;1;0.4642571428571429;1;0
0.45;A010_WhatsApp_Audio_2026-05-11_at_12.15.11_clean.wav;none;0;0;0.38409761904761885;0;
0.45;A010_WhatsApp_Audio_2026-05-11_at_12.15.11_splice_mismo_audio.wav;mismo_audio;1;0;0.43441190476190467;0;0
0.45;A010_WhatsApp_Audio_2026-05-11_at_12.15.11_splice_mismo_hablante.wav;mismo_hablante;1;0;0.4055142857142856;0;0
0.45;A011_WhatsApp_Audio_2026-05-11_at_12.17.34_1_clean.wav;none;0;0;0.3922047619047619;0;
0.45;A011_WhatsApp_Audio_2026-05-11_at_12.17.34_1_splice_mismo_audio.wav;mismo_audio;1;0;0.38716190476190476;0;0
0.45;A011_WhatsApp_Audio_2026-05-11_at_12.17.34_1_splice_mismo_hablante.wav;mismo_hablante;1;0;0.38716190476190476;0;0
