indice_ventana;inicio_ventana_s;fin_ventana_s;mfcc_1_mean;mfcc_1_std;mfcc_2_mean;mfcc_2_std;mfcc_3_mean;mfcc_3_std;mfcc_4_mean;mfcc_4_std;mfcc_5_mean;mfcc_5_std;mfcc_6_mean;mfcc_6_std;mfcc_7_mean;mfcc_7_std;mfcc_8_mean;mfcc_8_std;mfcc_9_mean;mfcc_9_std;mfcc_10_mean;mfcc_10_std;mfcc_11_mean;mfcc_11_std;mfcc_12_mean;mfcc_12_std;mfcc_13_mean;mfcc_13_std;rms_mean;rms_std;zcr_mean;zcr_std;spectral_centroid_mean;spectral_centroid_std;spectral_bandwidth_mean;spectral_bandwidth_std;spectral_rolloff_mean;spectral_rolloff_std;delta_prev_mfcc_1_mean;delta_next_mfcc_1_mean;delta_prev_mfcc_1_std;delta_next_mfcc_1_std;delta_prev_mfcc_2_mean;delta_next_mfcc_2_mean;delta_prev_mfcc_2_std;delta_next_mfcc_2_std;delta_prev_mfcc_3_mean;delta_next_mfcc_3_mean;delta_prev_mfcc_3_std;delta_next_mfcc_3_std;delta_prev_mfcc_4_mean;delta_next_mfcc_4_mean;delta_prev_mfcc_4_std;delta_next_mfcc_4_std;delta_prev_mfcc_5_mean;delta_next_mfcc_5_mean;delta_prev_mfcc_5_std;delta_next_mfcc_5_std;delta_prev_mfcc_6_mean;delta_next_mfcc_6_mean;delta_prev_mfcc_6_std;delta_next_mfcc_6_std;delta_prev_mfcc_7_mean;delta_next_mfcc_7_mean;delta_prev_mfcc_7_std;delta_next_mfcc_7_std;delta_prev_mfcc_8_mean;delta_next_mfcc_8_mean;delta_prev_mfcc_8_std;delta_next_mfcc_8_std;delta_prev_mfcc_9_mean;delta_next_mfcc_9_mean;delta_prev_mfcc_9_std;delta_next_mfcc_9_std;delta_prev_mfcc_10_mean;delta_next_mfcc_10_mean;delta_prev_mfcc_10_std;delta_next_mfcc_10_std;delta_prev_mfcc_11_mean;delta_next_mfcc_11_mean;delta_prev_mfcc_11_std;delta_next_mfcc_11_std;delta_prev_mfcc_12_mean;delta_next_mfcc_12_mean;delta_prev_mfcc_12_std;delta_next_mfcc_12_std;delta_prev_mfcc_13_mean;delta_next_mfcc_13_mean;delta_prev_mfcc_13_std;delta_next_mfcc_13_std;delta_prev_rms_mean;delta_next_rms_mean;delta_prev_rms_std;delta_next_rms_std;delta_prev_zcr_mean;delta_next_zcr_mean;delta_prev_zcr_std;delta_next_zcr_std;delta_prev_spectral_centroid_mean;delta_next_spectral_centroid_mean;delta_prev_spectral_centroid_std;delta_next_spectral_centroid_std;delta_prev_spectral_bandwidth_mean;delta_next_spectral_bandwidth_mean;delta_prev_spectral_bandwidth_std;delta_next_spectral_bandwidth_std;delta_prev_spectral_rolloff_mean;delta_next_spectral_rolloff_mean;delta_prev_spectral_rolloff_std;delta_next_spectral_rolloff_std;archivo_generado;archivo_base;id_hablante_base;tipo_splicing;manipulado;centro_ventana_s;etiqueta_borde
36;18.0;19.0;-228.1128387451172;68.53549194335938;98.31845092773438;49.111541748046875;-1.487125277519226;29.85988998413086;18.148996353149414;30.126188278198242;-25.316335678100586;20.297027587890625;-28.635873794555664;16.823345184326172;-22.509143829345703;15.946907043457031;-23.040504455566406;12.48976993560791;-14.256669044494629;14.60116958618164;-6.260542392730713;10.544334411621094;3.7848334312438965;8.932861328125;-0.7103502750396729;6.413302898406982;-0.37491369247436523;5.470692157745361;0.08467890322208405;0.037143222987651825;0.09820556640625;0.06719166831460041;1578.2247091276176;927.1757108374295;1492.7775116223165;441.14266291743587;2847.900390625;1644.8988514966873;27.203262329101562;5.550201416015625;24.748023986816406;5.679332733154297;8.483352661132812;3.2144622802734375;8.607677459716797;1.7480545043945312;12.05606472492218;4.319412350654602;8.986289978027344;1.5473442077636719;18.084341049194336;25.236234188079834;6.673349380493164;6.581729888916016;1.2600135803222656;5.185552597045898;5.379474639892578;1.328836441040039;5.721837997436523;11.280939102172852;4.933382034301758;2.541182518005371;1.082479476928711;4.102424621582031;0.2678813934326172;4.384629249572754;5.539211273193359;9.433906555175781;0.9300909042358398;0.5842800140380859;2.522852897644043;12.278792262077332;2.1383466720581055;2.5779342651367188;5.364450931549072;3.9136710166931152;2.2931413650512695;2.872903823852539;2.9277901649475098;0.6064236164093018;2.0845041275024414;3.116847515106201;1.4989798069000244;1.8899767398834229;0.1071767807006836;0.4092693328857422;1.819088101387024;7.294713497161865;1.1264543533325195;2.296940803527832;0.0031282156705856323;0.011574067175388336;0.007052978500723839;0.009392280131578445;0.005462646484375;0.0445098876953125;0.0050146735291409575;0.10082290655477036;106.09876442815926;50.20450466472539;71.16496717887856;233.1227991721571;15.095800350016361;31.66483817550693;50.057393420185235;27.82429375761683;355.224609375;138.427734375;278.9367890816907;267.93700933986634;H001_6345_clean.wav;H001_6345;6345;none;0;18.5;0
37;18.5;19.5;-222.56263732910156;62.85615921020508;101.53291320800781;47.363487243652344;-5.806537628173828;28.312545776367188;-7.08723783493042;23.544458389282227;-20.130783081054688;21.625864028930664;-17.354934692382812;14.2821626663208;-18.406719207763672;11.562277793884277;-32.47441101074219;13.074049949645996;-1.9778767824172974;12.023235321044922;-2.3468713760375977;7.671430587768555;3.1784098148345947;5.816013813018799;1.17962646484375;6.822572231292725;-7.6696271896362305;7.767632961273193;0.09625297039747238;0.04653550311923027;0.1427154541015625;0.16801457486937077;1628.429213792343;1160.2985100095866;1524.4423497978235;468.9669566750527;2709.47265625;1912.8358608365536;5.550201416015625;33.25276184082031;5.679332733154297;35.29035758972168;3.2144622802734375;45.91376495361328;1.7480545043945312;16.551143646240234;4.319412350654602;9.03714108467102;1.5473442077636719;1.6610755920410156;25.236234188079834;21.693347454071045;6.581729888916016;13.167272567749023;5.185552597045898;0.11287689208984375;1.328836441040039;6.4244279861450195;11.280939102172852;0.7969856262207031;2.541182518005371;0.48702144622802734;4.102424621582031;10.822925567626953;4.384629249572754;0.8247880935668945;9.433906555175781;4.537944793701172;0.5842800140380859;2.011040687561035;12.278792262077332;4.239483714103699;2.5779342651367188;4.81733512878418;3.9136710166931152;3.0831966400146484;2.872903823852539;2.7192163467407227;0.6064236164093018;0.4042336940765381;3.116847515106201;0.6824851036071777;1.8899767398834229;0.8797626495361328;0.4092693328857422;0.714317798614502;7.294713497161865;0.30742835998535156;2.296940803527832;0.1310558319091797;0.011574067175388336;0.004617132246494293;0.009392280131578445;0.003489803522825241;0.0445098876953125;0.057281494140625;0.10082290655477036;0.011274837603661797;50.20450466472539;596.0570026370042;233.1227991721571;166.7325554758313;31.66483817550693;192.63942255116694;27.82429375761683;59.33606352785296;138.427734375;1075.1953125;267.93700933986634;63.9764935814037;H001_6345_clean.wav;H001_6345;6345;none;0;19.0;0
38;19.0;20.0;-189.30987548828125;27.5658016204834;55.61914825439453;63.91463088989258;3.2306034564971924;29.973621368408203;14.606109619140625;36.71173095703125;-20.24365997314453;15.201436042785645;-18.151920318603516;13.795141220092773;-29.229644775390625;12.387065887451172;-27.936466217041016;15.085090637207031;-6.217360496520996;16.8405704498291;-5.430068016052246;10.390646934509277;3.582643508911133;5.133528709411621;0.2998638153076172;7.536890029907227;-7.977055549621582;7.898688793182373;0.10087010264396667;0.04304569959640503;0.1999969482421875;0.17928941247303257;2224.486216429347;1327.031065485418;1717.0817723489904;409.63089314719974;3784.66796875;1976.8123544179573;33.25276184082031;7.6676025390625;35.29035758972168;18.589601516723633;45.91376495361328;1.4547271728515625;16.551143646240234;2.918354034423828;9.03714108467102;4.161738157272339;1.6610755920410156;3.520153045654297;21.693347454071045;14.147544860839844;13.167272567749023;12.12478256225586;0.11287689208984375;2.4917259216308594;6.4244279861450195;4.9151201248168945;0.7969856262207031;9.858840942382812;0.48702144622802734;0.6505594253540039;10.822925567626953;1.1723613739013672;0.8247880935668945;0.12395191192626953;4.537944793701172;7.544960021972656;2.011040687561035;3.4209632873535156;4.239483714103699;3.6044883728027344;4.81733512878418;0.8880443572998047;3.0831966400146484;1.6935677528381348;2.7192163467407227;2.2105112075805664;0.4042336940765381;0.6965031623840332;0.6824851036071777;3.4095993041992188;0.8797626495361328;2.172018527984619;0.714317798614502;0.4080038070678711;0.30742835998535156;10.335228443145752;0.1310558319091797;0.8981132507324219;0.004617132246494293;0.016800083220005035;0.003489803522825241;0.0043027363717556;0.057281494140625;0.019744873046875;0.011274837603661797;0.01745311257622381;596.0570026370042;95.92196536748952;166.7325554758313;96.83566998434867;192.63942255116694;2.385059717310014;59.33606352785296;27.03560312626422;1075.1953125;237.3046875;63.9764935814037;62.72749575151147;H001_6345_clean.wav;H001_6345;6345;none;0;19.5;0
39;19.5;20.5;-196.97747802734375;46.15540313720703;57.073875427246094;66.8329849243164;7.392341613769531;33.4937744140625;28.75365447998047;24.58694839477539;-17.751934051513672;20.11655616760254;-28.010761260986328;13.14458179473877;-30.402006149291992;12.263113975524902;-20.39150619506836;11.664127349853516;-9.82184886932373;17.728614807128906;-7.123635768890381;8.180135726928711;4.279146671295166;8.54312801361084;2.4718823432922363;7.944893836975098;2.35817289352417;7.000575542449951;0.08407001942396164;0.04734843596816063;0.2197418212890625;0.19674252504925638;2320.4081817968367;1423.8667354697666;1719.4668320663004;436.66649627346396;4021.97265625;1914.0848586664458;7.6676025390625;25.340133666992188;18.589601516723633;6.980155944824219;1.4547271728515625;36.47888946533203;2.918354034423828;16.555419921875;4.161738157272339;19.3426513671875;3.520153045654297;7.105293273925781;14.147544860839844;6.59141731262207;12.12478256225586;7.127025604248047;2.4917259216308594;8.974874496459961;4.9151201248168945;0.07543754577636719;9.858840942382812;10.574966430664062;0.6505594253540039;1.1511383056640625;1.1723613739013672;1.1500110626220703;0.12395191192626953;1.6953239440917969;7.544960021972656;8.962149620056152;3.4209632873535156;1.2753629684448242;3.6044883728027344;4.033308506011963;0.8880443572998047;5.483950614929199;1.6935677528381348;1.2297310829162598;2.2105112075805664;0.4699068069458008;0.6965031623840332;4.0868821144104;3.4095993041992188;3.0171728134155273;2.172018527984619;1.2817325592041016;0.4080038070678711;0.16110610961914062;10.335228443145752;1.2092995643615723;0.8981132507324219;0.39302682876586914;0.016800083220005035;0.005581676959991455;0.0043027363717556;0.006992153823375702;0.019744873046875;0.046295166015625;0.01745311257622381;0.011038240719715514;95.92196536748952;439.49613397790927;96.83566998434867;131.67292618087026;2.385059717310014;159.17330072083178;27.03560312626422;77.68136409282113;237.3046875;655.517578125;62.72749575151147;30.53262682709851;H001_6345_clean.wav;H001_6345;6345;none;0;20.0;0
40;20.0;21.0;-222.31761169433594;53.13555908203125;93.55276489257812;50.277565002441406;-11.950309753417969;40.59906768798828;22.1622371673584;17.459922790527344;-8.777059555053711;20.041118621826172;-38.58572769165039;14.295720100402832;-29.251995086669922;10.567790031433105;-11.429356575012207;12.93949031829834;-5.788540363311768;12.244664192199707;-8.35336685180664;8.650042533874512;8.366028785705566;11.560300827026367;1.1901497840881348;8.105999946594238;3.567472457885742;6.607548713684082;0.07848834246397018;0.05434058979153633;0.1734466552734375;0.18570428432954086;1880.9120478189275;1292.1938092888963;1560.2935313454686;514.3478603662851;3366.455078125;1883.5522318393473;25.340133666992188;4.477294921875;6.980155944824219;8.100196838378906;36.47888946533203;15.423171997070312;16.555419921875;22.966901779174805;19.3426513671875;13.42340087890625;7.105293273925781;9.643560409545898;6.59141731262207;16.575891494750977;7.127025604248047;0.5881385803222656;8.974874496459961;0.5112800598144531;0.07543754577636719;2.556396484375;10.574966430664062;2.9186553955078125;1.1511383056640625;1.210439682006836;1.1500110626220703;6.397800445556641;1.6953239440917969;2.509157180786133;8.962149620056152;2.6416196823120117;1.2753629684448242;2.241708755493164;4.033308506011963;1.199378490447998;5.483950614929199;6.821715354919434;1.2297310829162598;6.314699172973633;0.4699068069458008;2.007295608520508;4.0868821144104;3.222170829772949;3.0171728134155273;1.1515865325927734;1.2817325592041016;4.547475576400757;0.16110610961914062;1.4407086372375488;1.2092995643615723;5.801480770111084;0.39302682876586914;1.0708222389221191;0.005581676959991455;0.01304599642753601;0.006992153823375702;0.021739542484283447;0.046295166015625;0.1018524169921875;0.011038240719715514;0.1639501524676368;439.49613397790927;591.5211524606539;131.67292618087026;982.2898325008839;159.17330072083178;228.16620150342715;77.68136409282113;188.1283938922644;655.517578125;856.4453125;30.53262682709851;1087.788045560886;H001_6345_clean.wav;H001_6345;6345;none;0;20.5;0
41;20.5;21.5;-226.79490661621094;45.035362243652344;108.97593688964844;27.3106632232666;-25.37371063232422;30.955507278442383;38.738128662109375;18.04806137084961;-9.288339614868164;17.484722137451172;-41.5043830871582;13.085280418395996;-35.64979553222656;13.076947212219238;-14.070976257324219;15.181199073791504;-6.987918853759766;5.422948837280273;-14.668066024780273;10.65733814239502;11.588199615478516;12.71188735961914;-3.357325792312622;6.6652913093566895;-2.234008312225342;5.536726474761963;0.0915343388915062;0.032601047307252884;0.07159423828125;0.021754131861904058;1289.3908953582736;309.90397678801247;1332.1273298420415;326.2194664740207;2510.009765625;795.7641862784612;4.477294921875;2.7848663330078125;8.100196838378906;15.298589706420898;15.423171997070312;0.04932403564453125;22.966901779174805;6.724819183349609;13.42340087890625;0.03079986572265625;9.643560409545898;7.398244857788086;16.575891494750977;1.3639984130859375;0.5881385803222656;2.1702938079833984;0.5112800598144531;6.3306379318237305;2.556396484375;1.3561859130859375;2.9186553955078125;6.0691986083984375;1.210439682006836;2.07790470123291;6.397800445556641;1.1051139831542969;2.509157180786133;0.5105466842651367;2.6416196823120117;8.0716552734375;2.241708755493164;1.5617542266845703;1.199378490447998;0.9120421409606934;6.821715354919434;2.6507396697998047;6.314699172973633;2.969071388244629;2.007295608520508;1.3345108032226562;3.222170829772949;2.980022430419922;1.1515865325927734;0.22425365447998047;4.547475576400757;2.03192400932312;1.4407086372375488;0.4186844825744629;5.801480770111084;0.14739036560058594;1.0708222389221191;0.4803624153137207;0.01304599642753601;0.05813220888376236;0.021739542484283447;0.03914253041148186;0.1018524169921875;0.0086669921875;0.1639501524676368;0.011010037182572563;591.5211524606539;149.72821952659888;982.2898325008839;108.83246527728713;228.16620150342715;120.24755576784082;188.1283938922644;114.93377234961577;856.4453125;357.91015625;1087.788045560886;270.1485848512257;H001_6345_clean.wav;H001_6345;6345;none;0;21.0;0
42;21.0;22.0;-224.01004028320312;29.736772537231445;108.9266128540039;20.585844039916992;-25.342910766601562;23.557262420654297;40.10212707519531;20.218355178833008;-15.618977546691895;18.84090805053711;-35.435184478759766;15.163185119628906;-36.75490951538086;12.566400527954102;-22.14263153076172;13.619444847106934;-6.075876712799072;8.073688507080078;-11.698994636535645;11.991848945617676;8.608177185058594;12.48763370513916;-5.389249801635742;7.083975791931152;-2.3813986778259277;6.017088890075684;0.14966654777526855;0.07174357771873474;0.06292724609375;0.010744094679331495;1139.6626758316747;201.07151151072534;1211.8797740742007;211.28569412440493;2152.099609375;525.6156014272356;2.7848663330078125;25.635955810546875;15.298589706420898;22.23175621032715;0.04932403564453125;27.59154510498047;6.724819183349609;26.30716896057129;0.03079986572265625;7.184591293334961;7.398244857788086;1.9975318908691406;1.3639984130859375;7.051597595214844;2.1702938079833984;0.2761974334716797;6.3306379318237305;3.7440366744995117;1.3561859130859375;1.2636737823486328;6.0691986083984375;3.291656494140625;2.07790470123291;3.9450836181640625;1.1051139831542969;13.871185302734375;0.5105466842651367;1.1660346984863281;8.0716552734375;4.594062805175781;1.5617542266845703;2.124119758605957;0.9120421409606934;1.2364325523376465;2.6507396697998047;1.2010993957519531;2.969071388244629;8.130268096923828;1.3345108032226562;5.732220649719238;2.980022430419922;1.9087886810302734;0.22425365447998047;4.470025062561035;2.03192400932312;6.437421202659607;0.4186844825744629;3.0110015869140625;0.14739036560058594;3.8845242261886597;0.4803624153137207;0.9191174507141113;0.05813220888376236;0.02965766191482544;0.03914253041148186;0.02354111522436142;0.0086669921875;0.0831146240234375;0.011010037182572563;0.10426294318127703;149.72821952659888;637.8542682293228;108.83246527728713;848.3159368738005;120.24755576784082;264.0141278002782;114.93377234961577;298.45587132625155;357.91015625;1088.37890625;270.1485848512257;1239.3251692438082;H001_6345_clean.wav;H001_6345;6345;none;0;21.5;0
43;21.5;22.5;-249.64599609375;51.968528747558594;81.33506774902344;46.89301300048828;-18.1583194732666;25.554794311523438;33.05052947998047;20.494552612304688;-19.363014221191406;20.104581832885742;-32.14352798461914;19.10826873779297;-22.883724212646484;13.73243522644043;-17.548568725585938;15.74356460571289;-4.839444160461426;9.274787902832031;-3.5687265396118164;6.2596282958984375;10.516965866088867;8.017608642578125;1.0481714010238647;10.094977378845215;1.503125548362732;5.097971439361572;0.12000888586044312;0.09528469294309616;0.1460418701171875;0.11500703786060852;1777.5169440609975;1049.387448384526;1475.8939018744788;509.7415654506565;3240.478515625;1764.9407706710438;25.635955810546875;9.51873779296875;22.23175621032715;8.158138275146484;27.59154510498047;10.630828857421875;26.30716896057129;5.502471923828125;7.184591293334961;1.3163623809814453;1.9975318908691406;3.704347610473633;7.051597595214844;0.788421630859375;0.2761974334716797;4.068214416503906;3.7440366744995117;4.967571258544922;1.2636737823486328;0.7693252563476562;3.291656494140625;3.423908233642578;3.9450836181640625;4.588888168334961;13.871185302734375;1.0164051055908203;1.1660346984863281;4.314922332763672;4.594062805175781;4.000062942504883;2.124119758605957;0.13852691650390625;1.2364325523376465;2.850677013397217;1.2010993957519531;0.5661706924438477;8.130268096923828;5.858543395996094;5.732220649719238;5.8541717529296875;1.9087886810302734;0.1857585906982422;4.470025062561035;0.5272440910339355;6.437421202659607;0.8882638216018677;3.0110015869140625;2.062087059020996;3.8845242261886597;1.2284830808639526;0.9191174507141113;0.34331512451171875;0.02965766191482544;0.05928465723991394;0.02354111522436142;0.05288183316588402;0.0831146240234375;0.026611328125;0.10426294318127703;0.006521491222545195;637.8542682293228;302.5385680292143;848.3159368738005;105.26721793426202;264.0141278002782;206.28706368042913;298.45587132625155;47.91143696873456;1088.37890625;637.20703125;1239.3251692438082;214.03455353329014;H001_6345_clean.wav;H001_6345;6345;none;0;22.0;0
44;22.0;23.0;-240.12725830078125;60.12666702270508;70.70423889160156;41.390541076660156;-16.841957092285156;29.25914192199707;33.838951110839844;16.42633819580078;-14.395442962646484;20.8739070892334;-28.719619750976562;14.519380569458008;-21.867319107055664;18.0473575592041;-13.548505783081055;15.882091522216797;-1.988767147064209;9.840958595275879;-9.42726993560791;12.113800048828125;10.70272445678711;7.4903645515441895;0.15990757942199707;12.157064437866211;2.7316086292266846;5.441286563873291;0.060724228620529175;0.04240285977721214;0.1726531982421875;0.10848554663806333;2080.055512090212;944.1202304502639;1682.180965554908;461.8301284819219;3877.685546875;1550.9062171377536;9.51873779296875;32.577880859375;8.158138275146484;1.6947402954101562;10.630828857421875;12.823158264160156;5.502471923828125;1.8745384216308594;1.3163623809814453;1.6439990997314453;3.704347610473633;1.019479751586914;0.788421630859375;8.467184066772461;4.068214416503906;2.554349899291992;4.967571258544922;2.999044418334961;0.7693252563476562;3.4717636108398438;3.423908233642578;3.253629684448242;4.588888168334961;0.9241771697998047;1.0164051055908203;1.385915756225586;4.314922332763672;0.21998023986816406;4.000062942504883;11.199766159057617;0.13852691650390625;3.9522552490234375;2.850677013397217;0.03271603584289551;0.5661706924438477;0.844635009765625;5.858543395996094;1.8086061477661133;5.8541717529296875;1.000199317932129;0.1857585906982422;1.2044954299926758;0.5272440910339355;0.9490289688110352;0.8882638216018677;5.758452653884888;2.062087059020996;1.2145538330078125;1.2284830808639526;4.768091440200806;0.34331512451171875;0.6210646629333496;0.05928465723991394;0.021500177681446075;0.05288183316588402;0.010985899716615677;0.026611328125;0.0091400146484375;0.006521491222545195;0.050414169686456664;302.5385680292143;211.25857673724977;105.26721793426202;151.83292998730656;206.28706368042913;85.94192196302197;47.91143696873456;23.344048235664502;637.20703125;506.103515625;214.03455353329014;164.5012854718027;H001_6345_clean.wav;H001_6345;6345;none;0;22.5;0
45;22.5;23.5;-207.54937744140625;58.43192672729492;83.52739715576172;43.265079498291016;-18.4859561920166;30.278621673583984;25.371767044067383;18.980688095092773;-17.394487380981445;24.345670700073242;-31.973249435424805;13.595203399658203;-23.25323486328125;18.267337799072266;-24.748271942138672;19.834346771240234;-1.9560511112213135;8.996323585510254;-11.235876083374023;11.113600730895996;9.498229026794434;6.541335582733154;-5.598545074462891;10.942510604858398;-2.036482810974121;6.062351226806641;0.08222440630197525;0.031416960060596466;0.16351318359375;0.15889971632452;1868.796935352962;1095.9531604375704;1596.239043591886;438.4860802462574;3371.58203125;1715.4075026095563;32.577880859375;5.245849609375;1.6947402954101562;2.8736495971679688;12.823158264160156;2.2657623291015625;1.8745384216308594;2.5895729064941406;1.6439990997314453;5.053106307983398;1.019479751586914;2.7926788330078125;8.467184066772461;0.1588459014892578;2.554349899291992;0.9866046905517578;2.999044418334961;0.11274909973144531;3.4717636108398438;2.5143489837646484;3.253629684448242;3.2423458099365234;0.9241771697998047;2.1401538848876953;1.385915756225586;0.5589141845703125;0.21998023986816406;2.2587928771972656;11.199766159057617;3.4889488220214844;3.9522552490234375;5.722234725952148;0.03271603584289551;3.258575201034546;0.844635009765625;0.4204835891723633;1.8086061477661133;1.8215274810791016;1.000199317932129;2.7380247116088867;1.2044954299926758;0.26621437072753906;0.9490289688110352;1.3018975257873535;5.758452653884888;3.4000308513641357;1.2145538330078125;2.4131202697753906;4.768091440200806;0.7380495071411133;0.6210646629333496;3.708113670349121;0.021500177681446075;0.017642460763454437;0.010985899716615677;0.016488604247570038;0.0091400146484375;0.0267486572265625;0.050414169686456664;0.013238507920436238;211.25857673724977;136.5864157228816;151.83292998730656;104.98086090426318;85.94192196302197;64.87243497989743;23.344048235664502;42.826189026676445;506.103515625;375.48828125;164.5012854718027;22.780477683134677;H001_6345_clean.wav;H001_6345;6345;none;0;23.0;0
46;23.0;24.0;-212.79522705078125;55.55827713012695;85.79315948486328;45.854652404785156;-13.432849884033203;27.485942840576172;25.212921142578125;19.96729278564453;-17.28173828125;21.831321716308594;-35.21559524536133;15.735357284545898;-22.694320678710938;16.008544921875;-28.237220764160156;14.112112045288086;-5.214626312255859;8.57583999633789;-9.414348602294922;8.37557601928711;9.764443397521973;7.843233108520508;-2.198514223098755;8.529390335083008;-2.7745323181152344;9.770464897155762;0.09986686706542969;0.047905564308166504;0.1367645263671875;0.14566120840408375;1732.2105196300804;1200.9340213418336;1531.3666086119886;395.65989121958097;2996.09375;1738.187980292691;5.245849609375;11.01300048828125;2.8736495971679688;1.6194725036621094;2.2657623291015625;14.213287353515625;2.5895729064941406;19.325847625732422;5.053106307983398;9.248233795166016;2.7926788330078125;2.2597885131835938;0.1588459014892578;11.17312240600586;0.9866046905517578;13.353775024414062;0.11274909973144531;7.872364044189453;2.5143489837646484;4.034553527832031;3.2423458099365234;1.4646797180175781;2.1401538848876953;1.4745941162109375;0.5589141845703125;7.204704284667969;2.2587928771972656;0.2580137252807617;3.4889488220214844;3.1409339904785156;5.722234725952148;5.302193641662598;3.258575201034546;0.9645662307739258;0.4204835891723633;0.037601470947265625;1.8215274810791016;3.059581756591797;2.7380247116088867;0.5883808135986328;0.26621437072753906;2.093916893005371;1.3018975257873535;1.1790714263916016;3.4000308513641357;1.6614581942558289;2.4131202697753906;1.2509078979492188;0.7380495071411133;3.1890978813171387;3.708113670349121;0.08587932586669922;0.017642460763454437;0.02168881893157959;0.016488604247570038;0.0019042082130908966;0.0267486572265625;0.05352783203125;0.013238507920436238;0.12304754401681958;136.5864157228816;366.5742488059832;104.98086090426318;834.0412930778386;64.87243497989743;179.81205736136735;42.826189026676445;188.66427999209813;375.48828125;535.15625;22.780477683134677;957.660971080726;H001_6345_clean.wav;H001_6345;6345;none;0;23.5;0
47;23.5;24.5;-201.7822265625;53.938804626464844;100.0064468383789;26.528804779052734;-22.68108367919922;25.226154327392578;36.386043548583984;33.321067810058594;-25.154102325439453;17.796768188476562;-33.75091552734375;14.260763168334961;-29.899024963378906;15.750531196594238;-25.09628677368164;8.809918403625488;-4.250060081481934;8.538238525390625;-12.473930358886719;7.787195205688477;11.858360290527344;9.02230453491211;-0.537056028842926;7.278482437133789;0.4145655632019043;9.856344223022461;0.12155568599700928;0.04600135609507561;0.0832366943359375;0.022613664387264178;1365.6362708240972;366.89272826399497;1351.5545512506212;206.99561122748284;2460.9375;780.527009211965;11.01300048828125;17.211883544921875;1.6194725036621094;7.903598785400391;14.213287353515625;0.02362823486328125;19.325847625732422;3.6700706481933594;9.248233795166016;7.1844482421875;2.2597885131835938;4.938074111938477;11.17312240600586;8.575422286987305;13.353775024414062;5.586143493652344;7.872364044189453;6.770107269287109;4.034553527832031;2.564021110534668;1.4646797180175781;2.5624465942382812;1.4745941162109375;1.0144481658935547;7.204704284667969;3.6286582946777344;0.2580137252807617;0.03961944580078125;3.1409339904785156;4.517213821411133;5.302193641662598;3.174673080444336;0.9645662307739258;2.5694267749786377;0.037601470947265625;5.248293876647949;3.059581756591797;3.8461875915527344;0.5883808135986328;0.22457647323608398;2.093916893005371;3.6989336013793945;1.1790714263916016;1.4545660018920898;1.6614581942558289;0.5324086546897888;1.2509078979492188;0.2657046318054199;3.1890978813171387;1.34967839717865;0.08587932586669922;2.356022834777832;0.02168881893157959;0.00951831042766571;0.0019042082130908966;0.008365899324417114;0.05352783203125;0.009979248046875;0.12304754401681958;0.004338813367862741;366.5742488059832;39.06377418069587;834.0412930778386;11.019868294140622;179.81205736136735;31.18646930429827;188.66427999209813;38.50923397708371;535.15625;32.2265625;957.660971080726;67.33341676681482;H001_6345_clean.wav;H001_6345;6345;none;0;24.0;0
48;24.0;25.0;-184.57034301757812;46.03520584106445;100.03007507324219;30.198875427246094;-29.86553192138672;30.164228439331055;27.81062126159668;38.90721130371094;-31.924209594726562;15.232747077941895;-31.18846893310547;15.275211334228516;-26.270366668701172;15.79015064239502;-29.613500595092773;11.984591484069824;-1.680633306503296;13.786532402038574;-8.627742767333984;7.562618732452393;8.15942668914795;7.5677385330200195;-1.0694646835327148;7.544187068939209;-0.9351128339767456;7.500321388244629;0.131073996424675;0.03763545677065849;0.0932159423828125;0.018274851019401437;1404.700045004793;355.87285996985435;1320.368081946323;245.50484520456655;2493.1640625;847.8604259787799;17.211883544921875;30.4857177734375;7.903598785400391;16.774669647216797;0.02362823486328125;12.638229370117188;3.6700706481933594;5.952997207641602;7.1844482421875;4.999029159545898;4.938074111938477;0.7152519226074219;8.575422286987305;2.8573131561279297;5.586143493652344;3.4829940795898438;6.770107269287109;9.47808837890625;2.564021110534668;0.8671064376831055;2.5624465942382812;5.436481475830078;1.0144481658935547;0.5923404693603516;3.6286582946777344;1.7763519287109375;0.03961944580078125;1.486093521118164;4.517213821411133;2.2992210388183594;3.174673080444336;0.22212791442871094;2.5694267749786377;5.153446435928345;5.248293876647949;0.26097965240478516;3.8461875915527344;0.4741191864013672;0.22457647323608398;1.1913046836853027;3.6989336013793945;3.3030619621276855;1.4545660018920898;0.7305402755737305;0.5324086546897888;0.817050576210022;0.2657046318054199;0.05052900314331055;1.34967839717865;0.562751054763794;2.356022834777832;2.114701271057129;0.00951831042766571;0.027805864810943604;0.008365899324417114;0.004525374621152878;0.009979248046875;0.016021728515625;0.004338813367862741;0.004820116373461171;39.06377418069587;197.19961430259582;11.019868294140622;106.49775377320233;31.18646930429827;36.231385912753694;38.50923397708371;64.57173781209457;32.2265625;301.7578125;67.33341676681482;229.48427135805423;H001_6345_clean.wav;H001_6345;6345;none;0;24.5;0
